Unnamed: 0,type,name,count,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100,L101,L102,L103,L104,L105,L106,L107,L108,L109,L110,L111,L112,L113,L114,L115,L116,L117,L118,L119,L120,L121,L122,L123,L124,L125,L126,L127,L128,L129,L130,L131,L132,L133,L134,L135,L136,L137,L138,L139,L140,L141,L142,L143,L144,L145,L146,L147,L148,L149,L150,L151,L152,L153,L154,L155,L156,L157,L158,L159,L160,L161,L162,L163,L164,L165,L166,L167,L168,L169,L170,L171,L172,L173,L174,L175,L176,L177,L178,L179,L180,L181,L182,L183,L184,L185,L186,L187,L188,L189,L190,L191,L192,L193,L194,L195,L196,L197,L198,L199,L200,L201,L202,L203,L204,L205,L206,L207,L208,L209,L210,L211,L212,L213,L214,L215,L216,L217,L218,L219,L220,L221,L222,L223,L224,L225,L226,L227,L228,L229,L230,L231,L232,L233,L234,L235,L236,L237,L238,L239,L240,L241,L242,L243,L244,L245,L246,L247,L248,L249,L250,L251,L252,L253,L254,L255,L256,L257,L258,L259,L260,L261,L262,L263,L264,L265,L266,L267,L268,L269,L270,L271,L272,L273,L274,L275,L276,L277,L278,L279,L280,L281,L282,L283,L284,L285,L286,L287,L288,L289,L290,L291,L292,L293,L294,L295,L296,L297,L298,L299,L300,L301,L302
360,benchpress,stu2_7.mp4,11.0,610.0,823.0,835.0,905.0,907.0,973.0,975.0,1046.0,1050.0,1133.0,1134.0,1218.0,1220.0,1301.0,1305.0,1416.0,1418.0,1516.0,1520.0,1593.0,1596.0,1662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,situp,stu6_55.mp4,2.0,168.0,248.0,408.0,745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,squat,stu2_68.mp4,25.0,95.0,145.0,145.0,191.0,191.0,243.0,243.0,293.0,293.0,341.0,341.0,391.0,392.0,435.0,435.0,485.0,485.0,536.0,536.0,586.0,586.0,639.0,639.0,686.0,687.0,735.0,735.0,785.0,785.0,833.0,833.0,885.0,885.0,939.0,939.0,987.0,987.0,1028.0,1028.0,1085.0,1085.0,1138.0,1138.0,1192.0,1192.0,1245.0,1246.0,1295.0,1295.0,1344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,pullup,stu5_39.mp4,7.0,145.0,228.0,228.0,308.0,308.0,397.0,398.0,478.0,478.0,564.0,564.0,656.0,656.0,746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,squat,stu9_68.mp4,20.0,149.0,192.0,192.0,232.0,232.0,278.0,278.0,321.0,321.0,362.0,363.0,405.0,405.0,444.0,444.0,485.0,485.0,529.0,529.0,570.0,728.0,793.0,793.0,855.0,855.0,918.0,918.0,977.0,977.0,1038.0,1038.0,1096.0,1096.0,1159.0,1159.0,1220.0,1220.0,1280.0,1280.0,1344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,jumpjack,stu8_27.mp4,49.0,27.0,54.0,54.0,77.0,77.0,102.0,102.0,124.0,124.0,148.0,148.0,171.0,171.0,194.0,194.0,218.0,218.0,241.0,241.0,264.0,264.0,286.0,286.0,311.0,311.0,333.0,333.0,356.0,356.0,378.0,378.0,403.0,403.0,427.0,427.0,451.0,451.0,477.0,477.0,497.0,497.0,521.0,521.0,542.0,542.0,565.0,565.0,589.0,589.0,610.0,610.0,634.0,634.0,655.0,655.0,677.0,677.0,701.0,701.0,724.0,724.0,746.0,746.0,769.0,769.0,791.0,791.0,816.0,816.0,841.0,841.0,861.0,861.0,884.0,884.0,908.0,908.0,932.0,932.0,957.0,957.0,979.0,979.0,1003.0,1003.0,1025.0,1025.0,1049.0,1049.0,1073.0,1073.0,1093.0,1093.0,1119.0,1119.0,1143.0,1143.0,1170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,pushup,stu9_53.mp4,39.0,101.0,132.0,132.0,157.0,157.0,181.0,181.0,206.0,206.0,229.0,229.0,256.0,256.0,279.0,279.0,305.0,305.0,329.0,329.0,352.0,352.0,378.0,378.0,402.0,402.0,428.0,428.0,453.0,454.0,480.0,481.0,506.0,506.0,529.0,529.0,557.0,557.0,580.0,580.0,607.0,607.0,632.0,632.0,656.0,656.0,681.0,681.0,708.0,708.0,733.0,733.0,759.0,759.0,784.0,784.0,811.0,811.0,836.0,836.0,861.0,861.0,887.0,887.0,912.0,912.0,939.0,939.0,963.0,963.0,989.0,989.0,1016.0,1017.0,1040.0,1040.0,1067.0,1067.0,1096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,pushup,train2676.mp4,3.0,0.0,66.0,115.0,200.0,205.0,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,pushup,stu1_49.mp4,15.0,49.0,79.0,79.0,153.0,153.0,216.0,216.0,276.0,363.0,417.0,417.0,495.0,495.0,576.0,576.0,626.0,626.0,698.0,698.0,783.0,783.0,850.0,850.0,916.0,916.0,998.0,998.0,1043.0,1043.0,1090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,squat,test2299.mp4,2.0,1.0,128.0,128.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,jumpjack,stu3_27.mp4,70.0,0.0,27.0,27.0,53.0,53.0,78.0,78.0,104.0,104.0,131.0,131.0,157.0,157.0,181.0,181.0,208.0,208.0,235.0,235.0,261.0,261.0,285.0,285.0,312.0,312.0,337.0,337.0,362.0,362.0,390.0,390.0,415.0,415.0,439.0,439.0,465.0,465.0,490.0,490.0,518.0,518.0,544.0,544.0,569.0,569.0,593.0,593.0,620.0,620.0,645.0,645.0,668.0,668.0,694.0,694.0,719.0,719.0,746.0,746.0,772.0,772.0,799.0,799.0,822.0,823.0,847.0,847.0,873.0,873.0,900.0,900.0,925.0,925.0,950.0,950.0,977.0,977.0,1002.0,1002.0,1027.0,1027.0,1051.0,1051.0,1076.0,1076.0,1103.0,1103.0,1129.0,1129.0,1154.0,1154.0,1178.0,1178.0,1204.0,1204.0,1231.0,1231.0,1255.0,1255.0,1280.0,1280.0,1306.0,1306.0,1332.0,1332.0,1360.0,1360.0,1384.0,1384.0,1410.0,1411.0,1437.0,1437.0,1463.0,1463.0,1488.0,1488.0,1513.0,1513.0,1541.0,1541.0,1566.0,1566.0,1591.0,1591.0,1616.0,1616.0,1644.0,1644.0,1670.0,1670.0,1695.0,1695.0,1719.0,1719.0,1747.0,1747.0,1772.0,1772.0,1793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,squat,test2309.mp4,2.0,0.0,151.0,151.0,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,pullup,stu4_37.mp4,6.0,575.0,682.0,684.0,798.0,800.0,899.0,900.0,998.0,999.0,1096.0,1173.0,1276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,pullup,stu9_39.mp4,8.0,15.0,90.0,132.0,224.0,259.0,347.0,390.0,472.0,542.0,619.0,685.0,776.0,824.0,909.0,948.0,1040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,jumpjack,stu10_28.mp4,8.0,0.0,97.0,97.0,178.0,178.0,271.0,271.0,348.0,348.0,398.0,398.0,446.0,446.0,499.0,499.0,545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,pushup,stu7_48.mp4,9.0,0.0,199.0,200.0,300.0,302.0,399.0,479.0,605.0,781.0,859.0,913.0,1035.0,1487.0,1641.0,1644.0,1707.0,1707.0,1769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,jumpjack,stu6_25.mp4,35.0,53.0,80.0,80.0,107.0,107.0,138.0,138.0,175.0,175.0,211.0,212.0,235.0,235.0,272.0,272.0,315.0,315.0,340.0,340.0,368.0,368.0,401.0,401.0,443.0,443.0,471.0,472.0,496.0,496.0,533.0,534.0,573.0,573.0,597.0,597.0,623.0,623.0,657.0,658.0,699.0,699.0,725.0,725.0,754.0,755.0,787.0,787.0,828.0,828.0,859.0,860.0,888.0,888.0,919.0,920.0,960.0,960.0,989.0,989.0,1019.0,1019.0,1052.0,1052.0,1089.0,1089.0,1119.0,1119.0,1146.0,1146.0,1178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,pullup,stu6_26.mp4,10.0,124.0,165.0,165.0,233.0,235.0,295.0,299.0,364.0,365.0,423.0,423.0,491.0,492.0,565.0,567.0,632.0,634.0,716.0,716.0,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,situp,train3365.mp4,13.0,0.0,24.0,24.0,47.0,47.0,76.0,76.0,98.0,98.0,120.0,120.0,143.0,143.0,163.0,163.0,185.0,186.0,205.0,205.0,227.0,227.0,248.0,248.0,270.0,270.0,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,frontraise,test584.mp4,5.0,5.0,39.0,39.0,79.0,79.0,133.0,133.0,177.0,177.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,pushup,stu9_46.mp4,6.0,9.0,81.0,81.0,151.0,151.0,237.0,237.0,330.0,331.0,480.0,480.0,638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,squat,stu7_68.mp4,20.0,71.0,107.0,108.0,140.0,140.0,173.0,173.0,208.0,208.0,243.0,244.0,275.0,277.0,306.0,306.0,340.0,340.0,372.0,372.0,410.0,524.0,559.0,560.0,597.0,597.0,630.0,631.0,665.0,666.0,701.0,701.0,735.0,736.0,768.0,770.0,803.0,803.0,834.0,837.0,873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,frontraise,stu10_21.mp4,2.0,66.0,146.0,146.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,pushup,stu7_51.mp4,47.0,63.0,85.0,87.0,103.0,104.0,120.0,121.0,135.0,135.0,151.0,152.0,166.0,167.0,183.0,183.0,199.0,200.0,213.0,214.0,229.0,229.0,244.0,244.0,258.0,259.0,273.0,273.0,289.0,290.0,305.0,306.0,319.0,320.0,335.0,336.0,350.0,350.0,365.0,366.0,380.0,380.0,395.0,396.0,410.0,410.0,424.0,424.0,441.0,441.0,455.0,456.0,470.0,470.0,484.0,484.0,499.0,499.0,514.0,515.0,530.0,531.0,545.0,545.0,560.0,561.0,577.0,578.0,592.0,593.0,607.0,607.0,622.0,623.0,636.0,636.0,652.0,652.0,667.0,667.0,683.0,684.0,697.0,698.0,713.0,713.0,728.0,729.0,744.0,744.0,759.0,759.0,774.0,774.0,791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,benchpress,train186.mp4,2.0,10.0,126.0,126.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,pullup,stu10_35.mp4,11.0,42.0,114.0,114.0,186.0,186.0,252.0,252.0,322.0,322.0,389.0,389.0,452.0,452.0,522.0,523.0,587.0,588.0,660.0,660.0,734.0,734.0,822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,jumpjack,stu7_27.mp4,30.0,61.0,84.0,85.0,107.0,107.0,130.0,131.0,153.0,153.0,175.0,175.0,198.0,198.0,220.0,220.0,242.0,242.0,265.0,266.0,287.0,287.0,309.0,309.0,332.0,332.0,354.0,354.0,377.0,378.0,400.0,400.0,420.0,421.0,443.0,443.0,465.0,465.0,488.0,488.0,511.0,512.0,532.0,533.0,553.0,553.0,575.0,576.0,598.0,599.0,620.0,620.0,642.0,643.0,664.0,665.0,687.0,688.0,709.0,710.0,732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,benchpress,stu10_11.mp4,20.0,397.0,465.0,465.0,509.0,510.0,553.0,554.0,598.0,598.0,640.0,640.0,684.0,684.0,726.0,726.0,769.0,769.0,816.0,816.0,859.0,859.0,906.0,906.0,953.0,953.0,1001.0,1001.0,1048.0,1048.0,1102.0,1102.0,1152.0,1152.0,1204.0,1204.0,1266.0,1266.0,1358.0,1358.0,1533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,benchpress,stu10_2.mp4,11.0,811.0,867.0,867.0,910.0,910.0,951.0,951.0,998.0,998.0,1043.0,1043.0,1091.0,1091.0,1140.0,1140.0,1189.0,1189.0,1239.0,1240.0,1296.0,1296.0,1363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,benchpress,stu3_7.mp4,16.0,119.0,199.0,200.0,242.0,242.0,285.0,285.0,327.0,328.0,367.0,367.0,429.0,429.0,479.0,479.0,528.0,528.0,580.0,580.0,626.0,627.0,695.0,695.0,749.0,749.0,807.0,807.0,890.0,890.0,951.0,951.0,1056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
